provider,document,version,section_heading,sentence_index,sentence_verbatim,modal_verbs_found
Anthropic,Responsible Scaling Policy,v2.0,Comprehensive Assessment,198,"More generally, the Effective Compute concept is fairly new, and we may replace it with another metric in a similar spirit in the future.",may
Anthropic,Responsible Scaling Policy,v2.0,Comprehensive Assessment,207,"At minimum, we will perform basic finetuning for instruction following, tool use, minimizing refusal rates.",will
Anthropic,Responsible Scaling Policy,v2.0,Capability Decision,211,"If, after the comprehensive testing, we determine that the model is sufficiently below the relevant Capability Thresholds, then we will continue to apply the ASL-2 Standard.9 The process for making such a determination is as follows:",will
Anthropic,Responsible Scaling Policy,v2.0,Capability Decision,212,"● First, we will compile a Capability Report that documents the findings from the comprehensive assessment, makes an affirmative case for why the Capability Threshold is sufficiently far away, and advances recommendations on deployment decisions.",will
Anthropic,Responsible Scaling Policy,v2.0,Capability Decision,213,"● The report will be escalated to the CEO and the Responsible Scaling Officer, who will (1) make the ultimate determination as to whether we have sufficiently established that we are unlikely to reach the Capability Threshold and (2) decide any deployment-related issues.",will
Anthropic,Responsible Scaling Policy,v2.0,Capability Decision,214,"● In general, as noted in Sections 7.1.4 and 7.2.2, we will solicit both internal and external expert feedback on the report as well as the CEO and RSO’s conclusions to inform future refinements to our methodology.",will
Anthropic,Responsible Scaling Policy,v2.0,Capability Decision,215,"For high-stakes issues, however, the CEO and RSO will likely solicit internal and external feedback on the report prior to making any decisions.",will
Anthropic,Responsible Scaling Policy,v2.0,Capability Decision,216,"● If the CEO and RSO decide to proceed with deployment, they will share their decision–as well as the underlying Capability Report, internal feedback, and any external feedback–with the Board of Directors and the Long-Term Benefit Trust before moving forward.",will
Anthropic,Responsible Scaling Policy,v2.0,Capability Decision,217,"9 In the case where the capability assessment shows a model is just barely below the threshold, the Responsible Scaling Officer may choose to limit further training to some amount less than the default 4x Effective Compute increase until ASL-3 measures are in place, in order to limit risk.",may
Anthropic,Responsible Scaling Policy,v2.0,Capability Decision,219,"As these are open research questions, we will aim to improve these forecasts over time so that they can be relied upon for risk judgments.",aim;will
Anthropic,Responsible Scaling Policy,v2.0,Capability Decision,221,"If, however, we determine we are unable to make the required showing, we will act as though the model has surpassed the Capability Threshold.10 This means that we will (1) upgrade to the ASL-3 Required Safeguards (see Section 4) and (2) conduct follow-up a capability assessment to confirm that the ASL-4 Standard is not necessary (see Section 5).",will
Anthropic,Responsible Scaling Policy,v2.0,Safeguards Assessment,222,"To determine whether the measures we have adopted satisfy the ASL-3 Required Safeguards, we will conduct a safeguards assessment.",will
Anthropic,Responsible Scaling Policy,v2.0,Safeguards Assessment,224,We will document our implementation of the Required Safeguards in a Safeguards Report.,will
Anthropic,Responsible Scaling Policy,v2.0,ASL-3 Deployment Standard,225,"When a model must meet the ASL-3 Deployment Standard, we will evaluate whether the measures we have implemented make us robust to persistent attempts to misuse the capability in question.",must;will
Anthropic,Responsible Scaling Policy,v2.0,ASL-3 Deployment Standard,226,"To make the required showing, we will need to satisfy the following criteria:",will
Anthropic,Responsible Scaling Policy,v2.0,ASL-3 Deployment Standard,242,"Setting a principled pass-fail threshold will depend on other factors, such as the quality of our monitoring and ability to respond to jailbreaks rapidly.",will
Anthropic,Responsible Scaling Policy,v2.0,ASL-3 Deployment Standard,244,"10 There may be a substantial period during which models are not demonstrably close to the Capability Threshold, but we nevertheless are unable to rule out the risk to our satisfaction, and thus choose to implement the Required Safeguards.",may
Anthropic,Responsible Scaling Policy,v2.0,ASL-3 Security Standard,252,"When a model must meet the ASL-3 Security Standard, we will evaluate whether the measures we have implemented make us highly protected against most attackers’ attempts at stealing model weights.",must;will
Anthropic,Responsible Scaling Policy,v2.0,ASL-3 Security Standard,255,"To make the required showing, we will need to satisfy the following criteria:",will
Anthropic,Responsible Scaling Policy,v2.0,ASL-3 Security Standard,258,"As part of this requirement, we should specify our plans for revising the resulting threat model over time.",plans
Anthropic,Responsible Scaling Policy,v2.0,ASL-3 Security Standard,269,We are committed to further enhancing these protections as a part of our ASL-4 preparations.,committed
Anthropic,Responsible Scaling Policy,v2.0,Safeguards Decision,284,"If, after the evaluations above, we determine that we have met the ASL-3 Required Safeguards, then we may proceed with deploying and training models above the Capability Threshold, provided we have also conducted a follow-up capability assessment.",may
Anthropic,Responsible Scaling Policy,v2.0,Safeguards Decision,286,"● First, we will compile a Safeguards Report for each Required Safeguard that documents our implementation of the measures above, makes an affirmative case for why we have satisfied them, and advances recommendations on deployment decisions.",will
Anthropic,Responsible Scaling Policy,v2.0,Safeguards Decision,287,"● The Safeguards Report(s) will be escalated to the CEO and the Responsible Scaling Officer, who will (1) make the ultimate determination as to whether we have satisfied the Required Safeguards and (2) decide any deployment-related issues.",will
Anthropic,Responsible Scaling Policy,v2.0,Safeguards Decision,288,"● In general, as noted in Sections 7.1.4 and 7.2.2, we will solicit both internal and external expert feedback on the report as well as the CEO and RSO’s conclusions to inform future refinements to our methodology.",will
Anthropic,Responsible Scaling Policy,v2.0,Safeguards Decision,289,"For high-stakes issues, however, the CEO and RSO will likely solicit internal and external feedback on the report prior to making any decisions.",will
Anthropic,Responsible Scaling Policy,v2.0,Safeguards Decision,290,"● If the CEO and RSO decide to proceed with deployment and training, they will share their decision–as well as the underlying Capability Report, internal feedback, and any external feedback–with the Board of Directors and the Long-Term Benefit Trust before moving forward.",will
