pair_id,provider,v_i,v_next,commitment_id,category,v_i_section,v_i_text,v_next_section,v_next_text,outcome,materiality_dims,material,announcement,changelog_pointer,confidence,rationale,flags,ADJ_outcome,ADJ_material,ADJ_dims,ADJ_announcement,ADJ_flags,ADJ_mode,ADJ_notes,in_second_coder_sample
ANT-2,Anthropic,v2.2,v3.0,ANT-2-067,EC5,7.2. Transparency and External Input,"We currently expect that if we do not deploy the model publicly and instead proceed with training or limited deployments, we will likely instead share evaluation details with a relevant U.S. Government entity.",(none),NONE,X,5;3,yes,SIL,NONE FOUND,low,No v3.0 commitment to share evaluation details with a U.S. Government entity for models not publicly deployed.,companion? FCF; footnote 18; alternative: superseded by public Risk Report coverage of in-scope internal models (different recipient),X,yes,5;3,SIL,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-068,EC5,7.2. Transparency and External Input,U.S. Government notice:We will notify a relevantU.S. Government entity if a model requires stronger protections than the ASL-2 Standard.,(none),NONE,X,5;3,yes,SIL,NONE FOUND,low,No v3.0 commitment to notify a U.S. Government entity when a model requires stronger protections.,companion? FCF; added from full text,X,yes,5;3,SIL,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-069,EC4,7.2. Transparency and External Input,"Procedural compliance review:On approximately anannual basis, we will commission a third-party review that assesses whether we adhered to this policy’s main procedural commitments (we expect to iterate on the exact list since this has not been done before for RSPs). This review will focus on procedural compliance, not substantive outcomes.",4. Governance,"Procedural compliance review: On approximately an annual basis, we will commission a third-party review that assesses whether we adhered to this policy’s main procedural commitments. This review will focus on procedural compliance, not substantive outcomes.",R,,no,NA,NA,high,Annual third-party procedural compliance review retained at 'will' strength; only the parenthetical about iterating on the list is dropped.,,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-070,G,(none),NONE,2. Frontier Safety Roadmap,"We will maintain a Frontier Safety Roadmap laying out ambitious but achievable goals for improving our risk mitigations—charting our progress as a company and raising the bar over time. Maintaining and reporting on this Roadmap is part of our work under the RSP. It will be shared with all full-time employees as well as our Board of Directors (Board) and Long-Term Benefit Trust (LTBT), and published in redacted form. We will provide updates on whether we achieve the goals, and ...",A,5;4,yes,ANN,"[post] Our new RSP introduces a requirement to develop and publish a Frontier Safety Roadmap, which will describe our concrete plans for risk mitigations across the areas of Security, Alignment, Safeguards, and Policy.",high,"New instrument: a Roadmap of mitigation goals shared with all full-time employees, the Board and LTBT, published in redacted form, with public updates on achievement.","cand 42-44; the Introduction states Roadmap goals are not hard commitments, so the obligation strength of Roadmap contents is itself limited",A,yes,5;4,ANN,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-071,G,(none),NONE,2. Frontier Safety Roadmap,"However, we will strive to avoid situations where we revise the goals in a less ambitious direction simply because we are unable to achieve them.",A,4,yes,SIL,NONE FOUND,medium,New norm against revising Roadmap goals downward because of inability to achieve them ('strive to').,"cand 46; LW-only: However, we will strive to avoid situations where we revise the goals in a less ambitious direction because we simply can’t execute.”",A,yes,4,SIL,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-072,EC1,(none),NONE,3.1. Scope and Timing,"Scope. A Risk Report will cover all publicly deployed models at the time of its publication. It will also cover internally deployed models when we determine that these models could pose significant risks4 above and beyond those posed by our public models. While there are a variety of reasons we might classify an internal model this way, this will—at a minimum—include any internal models that we are deploying for large-scale, fully autonomous research.",A,1,yes,ANN,"[page entry] This new version of the RSP involves the publication of Frontier Safety Roadmaps with detailed safety goals, and Risk Reports that quantify risk across all our deployed models.",medium,"New scope rule: Risk Reports cover all publicly deployed models and internally deployed models posing significant additional risk, at minimum those used for large-scale fully autonomous research.","cand 50,51; the page entry says all our deployed models; inclusion of internal models is identified only in the LessWrong post, LW-only: putting all of the company’s models (including internal-only models) in scope for risk assessment",A,yes,1,ANN,,adjudicated,Agree.,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-073,EC5,(none),NONE,3.1. Scope and Timing,"When we publicly deploy a model that we determine is significantly more capable than any of the models covered in the most recent Risk Report, we will publish a discussion (in our System Card or elsewhere) of how that model’s capabilities and propensities affect or change analysis in the Risk Report.",A,5;2,yes,SIL,NONE FOUND,medium,New disclosure trigger: a published discussion when a deployed model is significantly more capable than those in the latest Risk Report.,cand 52,A,yes,5;2,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-074,EC5,(none),NONE,3.1. Scope and Timing,"Within 30 days of determining that we have an internally deployed model that is in-scope (per the description above), we will publish a discussion (in a System Card or elsewhere) of how that model’s capabilities and propensities affect or change the analysis in the Risk Report.",A,5;2,yes,SIL,NONE FOUND,medium,New disclosure trigger with a 30-day deadline for in-scope internally deployed models.,cand 53,A,yes,5;2,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-075,EC5,(none),NONE,3.2. General Expectations for Risk Reports,"In particular, we will acknowledge when we view certain models as posing significant risks in absolute terms, even if our marginal contribution to overall ecosystem risk may be relatively limited when taking other developers’ AI models into account.",A,5,yes,SIL,NONE FOUND,medium,New commitment to acknowledge significant absolute risk even when marginal contribution is limited.,cand 55,A,yes,5,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-076,M,(none),NONE,3.2. General Expectations for Risk Reports,"When a Risk Report describes risk mitigations we have in place (or plan to implement shortly), we will keep our future practices in line with this description or track and report noteworthy changes and deviations (generally via subsequent Risk Reports). We should make a strong attempt to ensure that ongoing (as opposed to temporary) changes do not significantly increase the level of risk.",A,4;5,yes,SIL,NONE FOUND,medium,New commitment to keep practices in line with mitigations described in a Risk Report or to track and report deviations.,cand 57; the second sentence uses should (weaker modal) for the substantive constraint,A,yes,4;5,SIL,,accepted,Accepted from first pass (spot-check tier).,no
ANT-2,Anthropic,v2.2,v3.0,ANT-2-077,EC5,(none),NONE,3.3. Contents,"Factual information. We will describe how we identify, evaluate, and mitigate catastrophic risks. A Risk Report will document the following: 1. Threat model identification: Our criteria for determining which catastrophic risks (i.e., threat models) we assess. 2. Threat model specification: The relevant threat models (which will, at a minimum, include those discussed above). 3. Evidence (including evaluations) about relevant model capabilities and behaviors: For each in-scope model, capability and alignment evaluations (conducted internally and by external parties as appropriate), their ...",A,5;1,yes,ANN,"[post] Risk Reports will provide detailed information on the safety profile of our models at the time of publication. They will go beyond describing model capabilities to explain how capabilities, threat models (the specific ways that models might pose threats), and active risk mitigations fit together, and provide an assessment of the overall level of risk.",high,"New structured contents for a published report: threat model identification and specification, evaluation evidence (internal and external), mitigations, other factors.","cand 58,59; overlaps with counterparts used for ANT-2-020, 021, 030 (those rows code the change to the v2.2 standard; this row codes the new publication requirement); quote truncated at 80 words",A,yes,5;1,ANN,,accepted,Accepted from first pass (spot-check tier).,no
